,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
178,60389929,0,40,1,0,1,1,0,13000.0,1,0
179,63001854,0,42,1,0,1,2,1,7500.0,1,0
180,61149628,0,37,1,0,1,1,1,7000.0,1,0
181,75202163,0,38,1,0,1,1,1,7800.0,1,0
182,62032105,0,45,1,0,1,1,1,7000.0,1,0
183,67438464,0,49,1,0,1,2,0,8200.0,2,1
184,61938570,0,39,1,0,1,1,1,6700.0,1,1
185,61466005,0,36,1,0,1,1,1,80000.0,2,1
186,64912588,1,42,1,0,0,2,0,15000.0,1,0
187,63599601,0,29,1,0,0,1,1,10000.0,1,0
188,64886008,0,45,1,0,1,2,0,20000.0,1,0
189,67084430,0,51,1,0,1,2,0,14000.0,1,1
190,60059563,0,56,1,0,1,0,0,13000.0,1,1
191,74481609,0,33,1,0,0,1,1,16000.0,1,0
192,61111134,0,24,1,0,1,0,0,15000.0,1,0
193,61298098,1,46,1,0,0,2,2,22000.0,1,0
194,61309526,0,39,1,0,0,1,1,30000.0,1,0
195,60059582,0,49,1,0,0,2,1,25000.0,1,0
196,74041324,0,49,1,0,1,0,0,7000.0,1,0
197,63002506,0,49,1,1,0,2,0,20000.0,1,0
198,72272351,0,26,1,0,0,1,1,16000.0,1,0
199,67419243,0,61,0,1,0,0,0,8000.0,1,0
200,60106578,0,42,1,0,0,1,1,22000.0,1,0
201,67070426,0,39,1,0,1,1,0,15000.0,3,2
202,62141879,0,52,1,0,1,1,0,20000.0,1,0
203,66534703,0,38,1,0,1,1,1,11000.0,2,2
204,61530018,0,49,1,0,1,1,1,9000.0,1,1
205,63921231,0,51,0,1,1,2,2,12800.0,1,0
206,61538643,1,60,1,0,1,2,0,7000.0,1,0
207,74555752,0,42,1,0,1,1,1,10500.0,2,2
208,65201789,0,57,0,1,1,3,0,7000.0,1,0
209,61164289,0,41,1,0,1,2,1,20000.0,1,0
210,61438860,0,47,1,0,1,2,1,8000.0,3,1
211,62605205,1,34,1,0,1,1,1,12000.0,1,1
212,64346113,0,32,1,0,1,2,2,5500.0,1,0
213,74274221,1,38,1,0,1,2,0,30000.0,1,0
214,65501297,0,26,1,0,1,1,1,8000.0,1,1
215,66521740,0,39,1,0,0,1,1,18000.0,4,4
216,67316223,0,35,1,0,0,1,1,25000.0,1,0
217,61127390,0,37,1,0,0,1,0,24000.0,1,1
218,66077870,0,22,1,0,1,0,0,10500.0,1,1
219,66895275,0,61,0,1,0,2,0,7000.0,2,1
220,61540822,0,36,1,0,0,3,3,16000.0,1,1
221,67533844,0,27,1,0,1,1,1,9000.0,2,1
222,61522740,0,43,1,0,0,1,0,15000.0,1,0
223,74181771,0,60,1,0,1,4,2,6000.0,3,3
224,60383583,0,38,1,0,1,2,2,9000.0,1,0
225,61517342,0,42,1,0,1,2,0,15000.0,1,0
226,64363709,1,23,1,0,0,0,0,30000.0,1,0
227,66849191,0,31,1,0,0,1,1,15000.0,3,3
228,75276828,0,63,0,1,1,0,0,6000.0,3,3
229,61153739,1,27,1,0,1,1,1,15000.0,1,0
230,67217364,0,39,1,0,1,1,1,18000.0,3,3
231,62991727,0,43,1,0,1,2,2,13000.0,1,0
232,61420110,0,60,0,1,1,2,0,5200.0,2,2
233,61378216,0,33,1,0,1,0,0,20000.0,1,0
234,65227755,0,49,1,0,1,1,0,6000.0,1,1
235,60048649,0,26,1,0,0,1,1,13000.0,1,0
236,66964461,1,38,1,0,0,1,1,12000.0,1,0
237,64825946,1,27,1,0,1,1,1,9000.0,1,0
238,66772955,0,36,1,0,1,1,1,15000.0,2,2
239,67323570,0,42,1,0,1,2,1,12000.0,1,0
240,74982312,0,46,1,0,1,0,0,12650.0,2,1
241,61962648,0,27,1,0,0,1,1,9000.0,1,1
242,59961282,0,43,1,0,1,0,0,40000.0,1,1
243,60460976,1,30,1,0,0,1,1,30000.0,1,0
244,65480352,0,24,1,0,1,0,0,10000.0,1,1
245,64429925,0,41,1,0,0,4,4,11500.0,1,0
246,63986316,0,36,1,0,1,0,0,6000.0,1,1
247,63584839,1,42,1,0,0,1,1,15000.0,1,0
248,67423403,1,56,1,1,1,3,0,30000.0,1,0
249,73848706,0,30,1,0,0,2,2,16000.0,1,0
250,66591984,0,47,1,0,1,1,0,7100.0,3,3
251,62377524,0,53,1,0,1,1,0,6000.0,1,0
252,66158890,0,23,1,0,1,1,1,8000.0,1,0
253,61151983,0,43,1,0,0,0,0,12000.0,1,0
254,67148327,0,37,1,0,1,1,1,29000.0,2,2
255,60108759,0,55,1,0,1,2,0,7000.0,1,0
256,75277061,0,26,1,0,1,2,2,13000.0,1,0
257,61456826,0,58,0,1,1,0,0,6500.0,2,2
258,64361215,0,29,1,0,1,1,1,9000.0,1,0
259,66664448,1,26,1,0,1,0,0,21000.0,1,0
260,61128012,0,34,1,0,1,4,4,5000.0,1,1
261,62086372,1,24,1,0,0,0,0,15000.0,1,0
262,67530654,0,43,1,0,1,2,0,10000.0,1,0
263,66431039,0,37,1,0,1,1,1,7800.0,2,2
264,65419884,0,23,1,0,1,0,0,14000.0,1,1
265,62236119,0,45,1,0,0,1,1,30000.0,1,0
266,67140209,0,49,1,0,1,2,0,12000.0,2,2
267,74177264,0,37,1,0,1,1,1,7000.0,1,0
268,63600552,0,48,1,0,1,0,0,15000.0,1,0
269,62248078,0,42,1,0,0,3,2,30000.0,2,0
270,65207556,1,40,1,0,1,0,2,11000.0,1,0
271,61244479,0,56,1,1,1,0,0,9330.0,1,0
272,64279518,0,36,1,0,1,1,1,16000.0,1,1
273,61082604,0,53,1,0,1,2,0,12000.0,1,1
274,67319516,0,33,1,0,0,1,1,18000.0,1,0
275,67170275,0,54,1,1,1,2,0,21000.0,3,3
276,72263345,0,50,1,0,1,2,0,12000.0,1,0
277,66080261,0,25,1,0,1,1,1,10000.0,1,1
278,65413785,0,26,1,0,1,1,1,7000.0,1,1
279,62037803,0,42,1,0,1,2,0,7850.0,1,0
280,73826301,0,42,1,0,0,1,1,20000.0,2,1
281,61832441,0,54,1,1,1,4,1,6700.0,1,0
282,59923612,0,26,1,0,0,0,0,10000.0,2,1
283,66323676,0,54,1,0,1,2,0,10000.0,3,3
284,61381122,1,26,1,0,0,0,0,15000.0,1,0
285,67413927,0,33,1,0,0,1,1,30000.0,7,6
286,66405513,0,31,1,0,0,1,1,12000.0,1,1
287,65416756,0,25,1,0,1,0,0,8000.0,2,2
288,63001956,0,62,1,1,1,3,0,17000.0,1,0
289,60464401,0,29,1,0,1,1,1,18000.0,1,1
290,63915922,0,46,1,0,1,3,1,13000.0,1,0
291,73822653,0,33,1,0,0,1,1,25000.0,1,1
292,73822653,0,33,1,0,0,1,1,25000.0,1,1
293,74947649,0,54,1,0,1,0,0,15000.0,2,2
294,62794114,0,54,0,1,0,0,0,15000.0,1,0
295,64455108,0,56,1,1,0,0,0,18000.0,1,0
296,61104584,0,42,1,0,0,1,1,12000.0,1,1
297,59925539,0,39,1,0,1,1,1,35000.0,1,1
298,62594920,0,42,1,0,1,2,1,9000.0,1,0
299,66536598,1,27,1,0,1,1,1,17000.0,2,2
300,62505743,0,39,1,0,1,2,2,35000.0,1,1
301,64915501,0,46,1,0,0,2,1,20000.0,1,0
302,62386987,0,59,0,1,1,2,0,5000.0,1,0
303,74952294,0,24,1,0,0,0,0,20000.0,2,2
304,60451886,0,56,1,1,1,1,0,10000.0,1,0
305,62025473,0,59,0,1,1,0,0,6500.0,1,0
306,67028464,0,47,1,0,1,2,1,8000.0,3,2
307,63601542,0,37,1,0,1,1,1,35000.0,1,0
308,66195988,0,23,1,0,1,2,2,6500.0,1,0
309,63602995,0,58,0,1,1,2,0,6000.0,1,0
310,74039205,0,32,1,0,1,0,0,5000.0,2,1
311,67228601,0,35,1,0,1,2,2,10000.0,2,1
312,66748130,0,45,1,0,0,2,1,15000.0,2,2
313,74835083,0,35,1,0,1,1,1,30000.0,1,0
314,61121711,0,47,1,0,0,1,1,7000.0,1,1
315,66925735,0,43,1,0,0,2,2,10000.0,1,1
316,63600601,0,26,1,0,0,2,2,7000.0,1,1
317,63813472,0,67,1,0,1,2,0,12000.0,2,1
318,64832999,0,44,1,0,0,2,2,8500.0,1,0
319,64593619,0,33,1,0,1,2,2,10000.0,1,1
320,74033974,0,53,1,0,1,1,0,4300.0,1,0
321,62375991,0,40,1,0,0,2,2,13200.0,1,0
322,73816704,0,28,1,0,1,1,1,15000.0,1,0
323,61934183,0,52,1,0,1,1,1,20000.0,2,1
324,60442571,0,40,1,0,1,1,1,15000.0,1,0
325,74035080,0,44,1,0,1,1,1,5000.0,2,1
326,64276037,0,33,1,0,0,2,2,20000.0,1,0
327,59925110,0,44,1,0,0,1,0,15000.0,1,1
328,67165268,0,24,1,0,1,1,1,10000.0,1,1
329,61451918,0,46,1,0,0,2,1,18000.0,1,1
330,61099710,0,61,1,0,0,2,0,25000.0,1,1
331,64353970,0,53,1,1,1,1,0,25000.0,1,0
332,66781896,0,55,1,0,1,0,0,13000.0,3,3
333,66967312,0,35,1,0,0,2,2,8000.0,1,0
334,74281522,0,34,1,0,1,2,2,25000.0,1,0
335,61832255,0,22,1,0,0,0,0,16000.0,1,1
336,72279205,1,33,1,0,0,1,1,10000.0,1,0
337,61290106,0,54,1,0,1,0,0,8000.0,1,0
338,61366540,0,49,1,0,0,2,2,16000.0,2,1
339,63907163,1,23,1,0,0,0,0,15000.0,1,0
340,62624047,0,35,1,0,1,2,2,11000.0,1,0
341,60059705,0,45,1,0,1,0,0,10000.0,2,1
342,61539417,0,28,1,0,0,0,0,15000.0,1,0
343,72260930,0,22,1,0,1,0,0,12000.0,1,0
344,63907021,0,61,0,1,1,0,0,5000.0,1,0
345,61139557,0,48,1,0,1,2,1,30000.0,1,1
346,60397606,0,39,1,0,1,1,1,10000.0,1,0
347,60379339,0,32,1,0,0,0,0,9500.0,1,0
348,61916582,0,36,1,0,1,2,2,7000.0,1,1
349,64554862,0,38,1,0,1,2,1,8500.0,1,0
350,66920725,0,28,1,0,1,2,2,12000.0,1,0
351,61109861,0,27,1,0,1,0,0,15000.0,1,1
352,74817798,0,31,1,0,1,0,0,17000.0,3,3
353,62251874,0,64,0,1,0,0,0,8000.0,1,0
354,61357184,1,28,1,0,1,0,0,20000.0,1,1
355,61382118,0,60,0,1,1,6,0,5200.0,2,1
356,67139640,0,43,1,0,1,1,0,13000.0,1,1
357,62769451,0,27,1,0,1,0,0,18000.0,1,0
358,74279545,0,35,1,0,0,1,0,34000.0,1,1
359,67163936,0,22,1,0,1,1,1,10000.0,3,1
360,75006199,0,63,1,1,1,1,0,7000.0,2,1
361,61243750,0,44,1,0,0,1,1,12000.0,1,0
362,65241813,0,52,1,0,1,0,0,5000.0,1,1
363,67430113,0,51,1,0,1,2,0,16000.0,2,1
364,66332501,0,34,1,0,1,0,0,8000.0,2,2
365,72289574,0,25,1,0,1,1,1,23000.0,1,0
366,61047844,0,28,1,0,0,0,0,10000.0,1,1
367,74957512,0,59,1,0,1,0,0,10000.0,4,4
368,63600604,0,36,1,0,0,1,1,25000.0,1,1
369,66897742,0,42,1,0,0,1,0,7000.0,1,0
370,67205921,0,54,1,0,1,2,0,10000.0,5,4
371,61156071,1,37,1,0,0,1,1,15000.0,1,0
372,64431399,0,34,1,0,1,1,1,5000.0,1,0
373,66758603,0,41,1,0,0,1,1,20000.0,3,3
374,61049943,1,28,1,0,1,0,0,15000.0,1,1
375,60191052,0,37,1,0,1,1,1,6000.0,1,0
376,61373589,1,30,1,0,0,0,0,7500.0,1,0
377,61373589,1,30,1,0,0,0,0,7500.0,1,0
378,61125296,0,38,1,0,0,1,1,15000.0,1,1
379,61963763,1,34,1,0,0,1,1,8000.0,1,0
380,66830429,0,27,1,0,1,1,1,7000.0,2,2
381,74832290,0,48,1,0,1,0,0,15000.0,1,0
382,74022444,0,22,1,0,1,0,0,6000.0,1,1
383,62082932,0,30,1,0,1,1,0,4000.0,1,0
384,67068628,0,30,1,0,0,1,1,40000.0,1,1
385,60096935,0,35,1,0,0,2,2,29000.0,1,0
386,64904574,0,55,1,0,1,1,0,13000.0,1,0
387,61838823,0,41,1,0,1,2,2,6000.0,1,0
388,64365785,0,54,1,1,1,0,0,9000.0,1,0
389,61850415,0,30,1,0,1,1,1,15000.0,1,0
390,66526955,0,36,1,0,0,3,3,10000.0,2,2
391,62501063,0,48,1,0,0,0,0,13000.0,1,1
392,60456876,1,40,1,0,1,2,0,25000.0,1,0
393,64909201,0,33,1,0,1,1,1,14000.0,1,0
394,64842766,0,32,1,0,0,1,1,20000.0,1,0
395,61302184,0,59,0,1,1,0,0,5582.0,1,0
396,66533416,1,50,1,0,1,0,0,10000.0,2,2
397,62990756,0,44,1,0,1,0,0,11000.0,1,0
398,61030680,0,47,1,0,1,1,1,19000.0,2,1
399,66745598,0,60,1,0,1,2,0,10500.0,3,2
400,61132394,1,38,1,0,0,1,1,20000.0,1,1
401,67329643,0,40,1,0,0,0,0,16000.0,1,0
402,65217809,0,29,1,0,0,1,1,25000.0,1,0
403,63891395,0,28,1,0,0,1,0,18000.0,1,0
404,62445027,0,56,1,0,0,0,0,19000.0,1,0
405,62143669,0,33,1,0,1,2,2,20000.0,1,0
406,64594349,1,22,1,0,0,0,0,15000.0,2,1
407,64456185,0,42,1,0,1,2,2,14000.0,1,0
408,73850417,0,51,1,0,1,4,0,16000.0,2,1
409,62590364,0,48,1,0,0,1,0,10000.0,1,0
410,61833272,0,49,1,1,1,2,0,10000.0,1,0
411,62136452,0,61,1,0,0,2,0,13000.0,1,0
412,62487752,0,48,0,1,1,0,0,6000.0,1,1
413,67212866,0,47,1,0,0,2,0,18000.0,2,2
414,66968607,1,27,1,0,1,1,1,12000.0,1,0
415,61866577,1,51,1,0,1,3,1,10000.0,1,0
416,62094383,0,43,1,0,1,1,1,40000.0,1,0
417,61841922,0,40,0,1,1,1,1,5400.0,1,0
418,74190441,0,56,1,0,1,3,0,10000.0,4,3
419,62142972,0,46,1,0,1,0,0,18000.0,1,0
420,60095959,0,39,1,0,0,3,3,25000.0,1,0
421,62138885,0,44,1,0,1,1,1,10000.0,1,0
422,61941452,0,33,1,0,0,1,1,16000.0,1,1
423,65256008,1,44,0,1,0,0,0,35000.0,1,1
424,59966861,0,27,1,0,1,1,1,6000.0,1,0
425,61955750,0,63,0,1,1,0,0,11000.0,1,0
426,67169157,0,37,1,0,0,1,1,15000.0,2,2
427,67543528,0,43,1,0,1,0,0,30000.0,1,0
428,75067935,0,57,1,0,0,1,0,35000.0,1,0
429,62141250,0,44,1,0,1,2,2,10000.0,1,0
430,63598373,0,45,1,0,0,1,0,10000.0,1,0
431,62086196,0,45,1,0,1,0,0,5800.0,1,0
432,61039219,0,60,1,1,1,1,0,12000.0,1,1
433,61361094,0,56,1,1,1,2,0,12000.0,1,1
434,63631379,0,47,1,0,1,0,0,10000.0,1,1
435,74561839,1,27,1,0,0,0,0,15000.0,3,2
436,61832884,0,49,1,0,0,2,1,22000.0,1,0
437,62600462,0,34,1,0,1,1,1,5000.0,1,0
438,75281731,0,57,0,1,1,2,0,12000.0,1,1
439,61059343,0,66,1,1,0,1,0,25000.0,1,1
440,60443823,0,44,1,0,0,1,0,11000.0,1,0
441,65225338,0,28,1,0,1,0,0,15000.0,1,0
442,74663587,0,55,1,1,0,2,0,14000.0,3,2
443,60393522,0,41,1,0,0,2,2,6000.0,1,0
444,62592042,0,58,0,1,1,1,0,6000.0,1,0
445,64907608,0,60,1,1,1,3,0,12000.0,1,0
446,67071916,0,50,1,0,0,0,0,7300.0,2,2
447,65415799,0,25,1,0,1,0,0,14000.0,2,2
448,61976722,1,40,1,0,1,2,1,14000.0,1,1
449,62029852,0,28,1,0,0,0,0,11000.0,1,0
450,66083832,0,26,1,0,1,0,0,9000.0,1,1
451,74663590,0,36,1,0,0,1,1,10000.0,2,2
452,64429995,0,39,1,0,0,6,6,15000.0,1,0
453,62442666,0,60,1,0,1,0,0,8000.0,1,0
454,59974935,0,46,1,0,0,1,0,15000.0,1,0
455,61138829,0,36,1,0,1,2,1,25000.0,1,1
456,74190998,0,61,0,1,1,2,0,5000.0,2,2
457,62022556,1,25,1,0,1,1,1,10000.0,1,0
458,74645885,0,63,0,1,1,0,0,10000.0,1,1
459,65240644,0,56,1,1,1,2,0,13000.0,2,2
460,73818402,0,51,1,0,1,0,0,17000.0,1,0
461,64433703,0,38,1,0,1,3,0,5000.0,1,0
462,61309398,0,56,1,0,0,2,0,7000.0,1,1
463,61243297,0,35,1,0,1,2,2,4300.0,1,0
464,60097017,0,40,1,0,1,2,0,7600.0,1,0
465,61315483,0,54,0,1,1,1,1,8000.0,1,0
466,66851213,0,41,1,0,0,1,1,12000.0,3,2
467,61523599,0,32,1,0,1,1,1,6500.0,1,1
468,62146488,0,51,1,0,1,0,0,15000.0,1,0
469,64435040,0,34,1,0,0,2,0,20000.0,1,0
470,62603435,0,31,1,0,0,0,0,15000.0,1,0
471,75273363,0,35,1,0,0,0,0,8000.0,1,0
472,63087762,0,34,1,0,1,1,0,11000.0,1,0
473,75275876,0,31,1,0,1,0,0,9700.0,1,0
